46,46,45,33,33,33,45,33,34,34,45,46,46,46,35,45
45,34,45,45,34,46,45,46,35,45,46,35,45,35,34,46
45,45,35,46,45,45,33,33,35,46,35,45,35,46,34,35
34,46,33,33,45,46,45,45,46,33,46,34,34,35,34,45
46,35,45,35,46,33,34,66,73,5,67,68,33,45,33,35
33,35,35,34,45,35,33,83,78,78,78,60,74,33,34,34
45,46,45,33,34,66,70,48,78,78,78,78,82,45,34,34
45,45,33,33,45,26,105,104,92,27,92,105,79,34,34,33
45,34,33,45,34,46,26,28,45,33,34,77,57,5,34,45
35,35,46,45,34,34,33,34,33,34,4,61,78,78,45,46
35,45,33,45,34,33,34,35,34,35,35,35,46,35,33,46
35,45,35,35,46,33,45,46,46,46,46,46,45,35,45,33
