45,34,35,46,33,33,34,33,33,33,35,35,46,35,46,33
35,35,46,45,34,33,46,45,33,46,34,45,33,35,33,33
35,35,46,35,33,46,35,46,34,45,46,34,34,33,45,34
35,46,35,34,34,45,46,33,35,33,72,74,33,35,33,35
35,45,45,34,46,33,33,34,46,45,80,79,45,46,35,45
35,46,35,46,33,4,67,5,5,73,55,82,33,33,45,35
46,35,45,34,4,48,101,92,92,89,105,85,33,35,33,45
33,33,66,70,61,104,90,46,46,33,91,90,34,34,45,33
33,34,83,59,59,79,33,46,34,46,46,45,35,33,45,33
45,33,26,89,95,90,35,45,34,33,45,33,34,34,35,33
45,33,45,33,45,46,46,46,34,34,45,46,33,45,46,34
33,35,35,34,46,35,46,45,46,35,46,46,46,46,34,34
