90,111,112,113,111,112,113,111,112,111,112,113,111,112,113,91
81,12,12,12,12,12,12,12,12,12,12,12,12,12,12,77
92,12,12,12,12,12,12,12,12,12,66,67,69,68,67,102
103,12,12,12,12,12,12,12,12,12,110,91,56,56,-1,-1
81,12,12,12,12,12,12,12,12,12,12,110,111,113,112,91
92,12,12,12,12,12,12,12,12,12,12,12,12,12,12,88
103,12,12,12,12,12,12,12,12,12,12,12,12,12,12,88
81,12,12,66,67,70,12,12,12,12,12,12,12,12,12,99
101,67,68,102,56,81,12,12,12,12,12,12,12,12,12,77
90,112,112,91,56,92,12,12,12,12,12,12,12,12,12,88
103,12,66,102,90,114,12,12,12,12,12,12,12,12,12,99
101,67,102,-1,101,68,69,67,68,69,67,68,67,68,69,102
