-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1
-1,-1,-1,4,4,4,4,-1,-1,4,4,4,4,-1,-1,-1
-1,-1,-1,4,4,4,4,131,131,4,4,4,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
