10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14
30,21,22,22,22,22,22,22,22,22,22,22,22,22,23,34
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,91
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,81
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34
30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,34
30,41,42,42,42,42,42,42,42,42,42,42,42,42,43,34
50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54
