35,45,46,45,33,35,46,33,46,33,46,45,45,46,33,35
33,33,34,33,45,34,35,34,35,33,35,46,34,33,34,46
45,45,45,45,33,34,45,33,35,46,83,78,78,78,46,45
33,35,35,46,33,35,45,35,45,45,15,78,78,78,46,34
33,34,45,33,72,67,70,67,67,5,55,107,92,95,35,33
34,34,33,46,77,78,78,78,78,78,78,85,45,35,34,45
35,45,45,33,80,78,78,78,78,78,78,82,33,46,35,35
35,46,33,35,26,95,27,89,89,92,95,28,45,34,33,34
34,35,45,33,35,34,46,46,34,45,33,34,46,35,45,35
45,35,46,33,34,46,35,34,35,33,45,46,35,34,34,46
46,35,35,35,34,33,45,33,33,34,46,45,34,35,34,46
34,34,45,33,34,45,45,33,46,46,46,33,46,34,45,33
