-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,194,130,130,130,130,130,130,130,130,178,-1,-1,-1
-1,-1,-1,82,66,114,114,114,114,114,114,2,98,-1,-1,-1
-1,103,-1,82,50,130,130,130,178,-1,-1,82,98,-1,77,-1
-1,116,-1,82,2,2,2,2,98,-1,-1,82,98,-1,90,-1
-1,-1,-1,82,2,2,2,2,50,130,130,34,98,-1,-1,-1
-1,-1,-1,162,114,114,114,114,114,114,114,114,146,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
