33,34,35,33,34,35,33,34,35,33,34,35,33,34,35,33
34,45,46,34,34,46,34,45,46,34,45,46,34,35,46,34
33,34,46,35,33,35,33,34,35,45,46,34,45,33,34,33
34,45,46,35,45,46,35,45,46,35,45,33,45,46,34,34
33,34,35,45,34,35,45,34,35,45,33,35,33,45,45,33
34,45,34,33,45,46,34,35,46,34,45,46,45,35,34,34
33,34,35,33,34,35,45,34,35,46,34,35,46,34,35,33
34,45,46,34,45,46,33,45,46,33,45,46,34,45,46,34
33,34,35,33,34,35,46,34,35,45,34,35,33,34,35,33
34,45,46,46,45,46,33,45,45,33,45,46,34,45,46,34
33,34,35,35,34,35,46,34,46,45,34,35,45,34,35,33
34,45,46,34,45,46,34,45,46,34,45,46,34,45,46,34
